day,z_f_1,z_f_2,z_f_3,z_f_4,z_f_5,z_f_6,z_f_7,z_f_8
256,0.1225939,-0.1355405,-0.23759955,0.12085513,0.086147554,0.14196616,0.004597962,-0.084151566
257,0.04749478,-0.11880173,-0.27406275,0.2411297,0.106772535,0.06665483,-0.10145323,-0.085293606
258,0.110704884,-0.14341986,-0.26868108,0.12377702,0.08642672,0.10659733,-0.05058053,-0.063362926
259,0.08106346,-0.1465373,-0.3196364,0.22301602,0.09964907,0.030387744,-0.12764364,-0.058081344
260,0.06572293,-0.11770593,-0.30520326,0.26754466,0.09555251,0.008286029,-0.13804571,-0.08566439
261,0.07497463,-0.15918934,-0.3256676,0.18901624,0.10965611,0.01048103,-0.13858613,-0.025551934
262,0.049181107,-0.07321833,-0.19168755,0.27871937,0.10460141,0.09849791,0.039984196,-0.09930671
263,0.16771701,-0.11466091,-0.2434177,0.099966496,0.04384911,0.13851236,0.089906126,-0.101999745
264,0.08331847,-0.12955883,-0.2618767,0.13483712,0.10998132,0.12924767,-0.08287611,-0.07371803
265,0.10646844,-0.14680234,-0.2783593,0.19997203,0.09843893,0.11020894,-0.07669827,-0.10237474
266,0.11810376,-0.09015471,-0.20444624,0.10960677,0.07010333,0.2074852,0.08968538,-0.11525945
267,0.11403648,-0.12805063,-0.29477215,0.34686813,0.086303145,-0.023264483,-0.121682934,-0.10919883
268,0.04575942,-0.14884622,-0.31226492,0.24245498,0.12572291,0.046998337,-0.1333791,-0.058916517
269,0.10794231,-0.17274067,-0.28362322,0.20530224,0.10843752,0.0662595,-0.095341235,-0.07838014
270,0.042379107,-0.14254902,-0.29194537,0.21380651,0.12571435,0.08575341,-0.12470278,-0.053993866
271,0.094203554,-0.12908325,-0.27984107,0.30889276,0.08116466,0.002991721,-0.113702774,-0.10182819
272,0.06134344,-0.15506494,-0.2447449,0.20388596,0.09157924,0.10676879,-0.068922214,-0.021269735
273,0.10131831,-0.1478723,-0.31814307,0.27277452,0.096348,0.0064458027,-0.14188044,-0.09714625
274,0.04474801,-0.12205051,-0.315005,0.29418772,0.10431434,0.04677523,-0.14050063,-0.10769227
275,0.08768013,-0.12617537,-0.28549695,0.22646494,0.08185527,0.09017143,-0.046325997,-0.074103765
276,0.09302022,-0.14246428,-0.32438344,0.24548152,0.09068452,-0.006173745,-0.13076863,-0.07246996
277,0.07497864,-0.109942056,-0.33395308,0.21295999,0.082171015,-0.023025356,-0.13187744,-0.04131472
278,0.107536614,-0.16531998,-0.30008763,0.19715041,0.082981996,0.01199837,-0.11150494,-0.04659778
279,0.09575066,-0.10871954,-0.35378057,0.19063567,0.06910387,-0.04153076,-0.11575584,-0.033862635
280,0.1269176,-0.15032342,-0.30411184,0.18743521,0.05905001,-0.009911336,-0.10036078,-0.057429522
281,0.09678803,-0.13942732,-0.3096841,0.20644227,0.059899554,-0.008181743,-0.11372097,-0.043352157
282,0.10978545,-0.13899185,-0.2936756,0.17781067,0.06177933,0.06851968,-0.06335405,-0.07588072
283,0.025412966,-0.07683142,-0.25692222,0.2706515,0.102266125,0.045262642,-0.09169428,-0.070335545
284,0.09973584,-0.1093822,-0.20349795,0.18067011,0.04731624,0.13908733,0.050338253,-0.053334434
285,0.11882748,-0.105815396,-0.18508938,0.38235337,0.08844298,0.08370271,0.056824684,-0.16116099
286,0.15134719,-0.122930326,-0.21565297,0.13378412,0.05801101,0.18056893,0.06898975,-0.13403675
287,0.1022031,-0.13698357,-0.24083567,0.17482264,0.100917295,0.1553748,-0.043496378,-0.107670546
288,0.104878016,-0.15273884,-0.2797534,0.22987421,0.105530106,0.100009404,-0.078975216,-0.10631475
289,0.08111699,-0.14831552,-0.3085596,0.2512899,0.10786553,0.0038491935,-0.14064915,-0.061917886
290,0.11412282,-0.11937722,-0.33066186,0.29998428,0.06621416,-0.0269406,-0.07254386,-0.054574206
291,0.12827477,-0.1149441,-0.33827192,0.32152575,0.07532413,-0.041235104,-0.07488611,-0.068484165
292,0.14128944,-0.10848908,-0.33938372,0.3257609,0.05750613,-0.04398687,-0.065056264,-0.0780361
293,0.10992711,-0.16323325,-0.27650744,0.20952398,0.06676689,0.035476036,-0.088139445,-0.03301275
294,0.07421237,-0.11567351,-0.33458582,0.22744575,0.082401976,-0.023532681,-0.13527223,-0.051922366
295,0.098494664,-0.13194886,-0.32301047,0.24550429,0.10240762,-0.0138591975,-0.13629197,-0.07753953
296,0.08353589,-0.16648573,-0.27334782,0.18288118,0.08629592,0.046914347,-0.11286143,-0.011191886
297,0.072141744,-0.119639,-0.3270895,0.21032895,0.06983198,-0.014055416,-0.13002102,-0.04227595
298,0.12099671,-0.1581172,-0.29799235,0.21282119,0.06799697,0.021284848,-0.09841041,-0.068358965
299,0.085089944,-0.14922778,-0.32145244,0.20046732,0.09955607,-0.011321992,-0.14171351,-0.050808046
300,0.06526305,-0.1028608,-0.3184184,0.24019058,0.10233733,-0.018508568,-0.13840464,-0.05445163
301,0.078096986,-0.15580375,-0.3259455,0.18351409,0.11175952,-0.007762775,-0.14494577,-0.03217152
302,0.08522271,-0.16934086,-0.2754638,0.1847061,0.09150534,0.037657216,-0.11824692,-0.018859467
303,0.078554615,-0.15234394,-0.3199814,0.20552963,0.11229255,0.0007138327,-0.14713575,-0.045495465
304,0.05975321,-0.12237027,-0.32339868,0.21921909,0.08601542,-0.0053440183,-0.14123183,-0.044348843
305,0.08844704,-0.14741911,-0.32482857,0.18090774,0.09074128,-0.028040513,-0.139471,-0.037302475
306,0.11017342,-0.15903494,-0.28916523,0.1757901,0.06605225,0.01650849,-0.10129353,-0.029754233
307,0.07588059,-0.10464025,-0.31039113,0.2607737,0.080678985,-0.0030623823,-0.12561351,-0.07940904
308,0.09962758,-0.16669446,-0.2836519,0.19718789,0.07811306,0.0359441,-0.10408889,-0.035363942
309,0.062268622,-0.11782852,-0.32368368,0.21905057,0.08802682,-0.010996476,-0.14049894,-0.044786148
310,0.0882069,-0.14776933,-0.31758654,0.21429914,0.08904663,-0.00024873018,-0.13243401,-0.059087925
311,0.10311467,-0.16187826,-0.28699997,0.21085443,0.06701118,0.04076677,-0.07706842,-0.04537565
312,0.08876915,-0.1436079,-0.31760547,0.20138669,0.085569926,-0.016712904,-0.13633172,-0.057532016
313,0.084313124,-0.14873439,-0.31911704,0.19804549,0.0957507,-0.011195987,-0.1402162,-0.0493825
314,0.09122374,-0.15059382,-0.31598735,0.20749575,0.09089877,-0.01371374,-0.12869443,-0.038543787
315,0.1344909,-0.10723977,-0.32822323,0.34336638,0.096043564,-0.048995525,-0.07613927,-0.07914235
316,0.10547002,-0.11985925,-0.31737533,0.28775138,0.061260648,-0.014882237,-0.07099287,-0.04706513
317,0.08315079,-0.1047034,-0.33073848,0.24278463,0.08245395,-0.025289834,-0.12953205,-0.059648775
318,0.11591874,-0.16151442,-0.2824949,0.22561178,0.064941615,0.009810381,-0.101821944,-0.060793675
319,0.117957085,-0.123837024,-0.33134672,0.2168732,0.06908141,-0.0436251,-0.11580199,-0.06896615
320,0.11588848,-0.13164806,-0.32035404,0.20819862,0.057546213,-0.041420043,-0.10969062,-0.0522926
321,0.10902403,-0.13718039,-0.3191752,0.19980891,0.06696074,-0.035106406,-0.113230005,-0.042021148
322,0.09016846,-0.09338197,-0.3301582,0.25488752,0.0928217,-0.030351877,-0.12088598,-0.057001777
323,0.087855935,-0.13501978,-0.21691766,0.1727746,0.05518351,0.0944464,-0.0017261505,-0.030811187
324,0.048943553,-0.07638056,-0.23104297,0.31895918,0.100642115,0.06126205,-0.075702,-0.10403061
325,0.11167755,-0.14506404,-0.24955471,0.18349884,0.10436084,0.13348249,-0.061681062,-0.11212622
326,0.15305798,-0.108901225,-0.22656992,0.10171859,0.04086619,0.139261,0.087466195,-0.09352051
327,0.03369966,-0.104780585,-0.23713739,0.17844683,0.1292167,0.13023478,-0.044144332,-0.07241341
328,0.07960656,-0.14367372,-0.2718952,0.17733145,0.11719002,0.096022,-0.106541455,-0.079007514
329,0.0763831,-0.14630835,-0.2960472,0.19973463,0.105036914,0.068008095,-0.1300491,-0.07994037
330,0.11983159,-0.11782193,-0.32500133,0.2231922,0.061872642,-0.038138747,-0.10868016,-0.075856745
331,0.08375889,-0.11074208,-0.3306051,0.24046071,0.067419186,-0.017487012,-0.1227204,-0.06248326
332,0.11380123,-0.16027245,-0.278908,0.21143943,0.066326424,0.016173184,-0.097323105,-0.046938226
333,0.1037778,-0.13209732,-0.32739046,0.22942698,0.09343641,-0.027702421,-0.1307298,-0.072817266
334,0.08375317,-0.15624481,-0.27613723,0.13253304,0.07955964,0.051440444,-0.112483785,0.0021129698
335,0.037925433,-0.12027952,-0.30382547,0.196111,0.10692133,-0.0013771877,-0.14751849,-0.031066328
336,0.09289735,-0.14088541,-0.320876,0.23239042,0.104775436,-0.018272966,-0.14419572,-0.065971084
337,0.0813028,-0.15605818,-0.31915364,0.20265786,0.10367731,-0.0077113956,-0.13889278,-0.036134377
338,0.08645524,-0.15461269,-0.31559438,0.20566139,0.09455204,-0.0023129955,-0.12843324,-0.035694417
339,0.13274229,-0.100555874,-0.3359677,0.34401965,0.08382042,-0.04629533,-0.07645108,-0.0908593
340,0.13346486,-0.11414845,-0.34300017,0.3238616,0.07133214,-0.04418589,-0.07820277,-0.07863606
341,0.12306565,-0.12670836,-0.33015245,0.28369737,0.042888984,-0.019507706,-0.0640638,-0.060480565
342,0.12647709,-0.12059136,-0.33991846,0.31042993,0.06728645,-0.03881432,-0.07996772,-0.065486185
343,0.13152385,-0.10905733,-0.3377048,0.33423948,0.0842949,-0.0476557,-0.08032295,-0.08124156
344,0.12269887,-0.11822505,-0.33075002,0.3107999,0.06820603,-0.033216864,-0.07341299,-0.06141997
345,0.12532416,-0.11603339,-0.3289727,0.29711288,0.0493486,-0.020963728,-0.06007801,-0.05933006
346,0.07661183,-0.09715599,-0.3158727,0.27515292,0.0914994,-0.019886926,-0.13102224,-0.07639146
347,0.081155695,-0.15260479,-0.32218656,0.19106978,0.1056449,-0.014376119,-0.14556497,-0.040548574
348,0.099425,-0.16523919,-0.28960115,0.19604152,0.089269474,0.019538343,-0.1155563,-0.043576367
349,0.065993175,-0.15653841,-0.32089105,0.17427643,0.12342633,0.0026625842,-0.1489755,-0.023511078
350,0.10490874,-0.15418518,-0.29628175,0.11384792,0.0915768,0.045163527,-0.111061305,-0.047723167
351,0.06386794,-0.12895212,-0.2613631,0.1293213,0.116635405,0.09531535,-0.11398185,-0.034085367
352,0.07344461,-0.14621057,-0.29654077,0.2219797,0.11593492,0.019096501,-0.14150035,-0.059237264
353,0.060242727,-0.11713643,-0.31443948,0.23016211,0.09169501,-0.008734927,-0.14328954,-0.052350253
354,0.11521414,-0.15863867,-0.2832379,0.23247306,0.07385039,0.009215087,-0.108894065,-0.07788705
355,0.047704365,-0.12653205,-0.3064189,0.24811171,0.09785253,0.014902838,-0.14515091,-0.06435469
356,0.101949975,-0.16320238,-0.28046563,0.18668644,0.075798765,0.020867467,-0.10938753,-0.03533407
357,0.090361,-0.10977058,-0.33524987,0.19213331,0.059689116,-0.03530188,-0.11656107,-0.03428208
358,0.11566524,-0.15749457,-0.2872842,0.19586968,0.057720535,0.0076972693,-0.106688246,-0.055617176
359,0.08576198,-0.109264225,-0.315019,0.22705272,0.059733156,-0.015165299,-0.114682525,-0.057932533
360,0.11819592,-0.15312463,-0.2860788,0.19064812,0.040848106,0.03321232,-0.07768821,-0.046497308
361,0.104160726,-0.15071152,-0.26728016,0.11785057,0.08268848,0.07957676,-0.084754385,-0.048854075
362,0.029841702,-0.11562033,-0.2858597,0.21749738,0.11154962,0.012451537,-0.1394716,-0.05319625
363,0.060148243,-0.15030903,-0.29758754,0.16809992,0.12439567,0.03351696,-0.14802384,-0.026742969
364,0.08398683,-0.14771837,-0.3176406,0.1970897,0.10519995,-0.017098844,-0.13880004,-0.03830277
365,0.09718481,-0.13786428,-0.3123915,0.24785666,0.095501825,-0.0109154135,-0.13983303,-0.08290036
366,0.14145818,-0.11650742,-0.33001035,0.30274844,0.033744484,-0.032725394,-0.05963348,-0.07889156
367,0.13467556,-0.11254113,-0.3294175,0.3296774,0.065456845,-0.03662704,-0.06870046,-0.07719915
368,0.12997517,-0.11447096,-0.32576892,0.31997493,0.06137032,-0.02932556,-0.06564553,-0.0691806
369,0.10861018,-0.101568095,-0.3409944,0.22504666,0.057666294,-0.036738142,-0.10350049,-0.05105207
370,0.13499543,-0.14324822,-0.2885168,0.21119858,0.027872968,0.013038397,-0.084585756,-0.07256882
371,0.10783851,-0.13860972,-0.30408758,0.21478343,0.062560074,-0.026440516,-0.111235574,-0.04844971
372,0.09945772,-0.15731132,-0.27570438,0.16823411,0.08013849,0.06636067,-0.08631527,-0.059791222
373,0.07484452,-0.14799927,-0.2842312,0.16428986,0.105246164,0.045293726,-0.13242619,-0.059100874
374,0.053578433,-0.1589087,-0.2974674,0.19758745,0.11148216,0.04163609,-0.13966754,-0.024289679
375,0.09709449,-0.12635335,-0.2632732,0.30632222,0.083645955,-0.0038790405,-0.13433447,-0.106968135
376,0.077207215,-0.1629693,-0.25329232,0.23317185,0.08990865,0.06931256,-0.07835932,-0.04657597
377,0.03839982,-0.13313586,-0.30418986,0.25882918,0.10664071,0.03207528,-0.15206484,-0.07165095
378,0.13953891,-0.13758507,-0.21684109,0.16733655,0.0455385,0.12084675,0.039519727,-0.097568065
379,0.014755926,-0.08603321,-0.22156292,0.28912035,0.109953925,0.059910014,-0.05900503,-0.07802176
380,0.09103893,-0.14398168,-0.25041217,0.15751705,0.116112284,0.10721059,-0.08758527,-0.072470576
381,0.089030445,-0.14065723,-0.24570951,0.14913419,0.112075,0.117028736,-0.08585934,-0.07516956
382,0.078531206,-0.11004264,-0.20505947,0.22093943,0.10634968,0.14275776,0.009052053,-0.1050893
383,0.11237023,-0.15847477,-0.26744914,0.20520459,0.0593356,0.041876525,-0.07792914,-0.034433376
384,0.09252446,-0.14134201,-0.30768818,0.23257402,0.08376221,-0.016498327,-0.13196486,-0.06532399
385,0.073763564,-0.15074506,-0.31084093,0.23153241,0.09705365,0.024108268,-0.12746136,-0.043524195
386,0.11334675,-0.15990146,-0.27800018,0.17775944,0.08862622,0.06515081,-0.08334746,-0.1080371
387,0.104061,-0.13586134,-0.2349063,0.1176795,0.070946574,0.123672396,-0.031805582,-0.058017246
388,0.015702464,-0.1250357,-0.27822676,0.19261801,0.11104396,0.0658407,-0.1340947,-0.048758697
389,0.026253136,-0.12294483,-0.28514197,0.18368259,0.10458822,0.027683347,-0.13253823,-0.045217197
390,0.07579862,-0.14798415,-0.27138737,0.17317313,0.119902566,0.07755398,-0.116793916,-0.068825856
391,0.101168185,-0.14632288,-0.24026513,0.12238104,0.08390043,0.10600059,-0.05311735,-0.047841627
392,0.060124584,-0.12041729,-0.28420487,0.26094717,0.09622433,0.005014099,-0.1451235,-0.077368736
393,0.099332765,-0.109551005,-0.19689927,0.16501363,0.039439492,0.13143042,0.04428433,-0.05273125
394,0.023869408,-0.12175531,-0.24157687,0.23150074,0.12675592,0.111077525,-0.07747325,-0.08916866
395,0.039567187,-0.125031,-0.2503342,0.2446162,0.10739563,0.08552229,-0.08706791,-0.09005983
396,0.13996309,-0.15967734,-0.23670436,0.2262944,0.07938155,0.12759914,-0.018524125,-0.1421611
397,0.11550595,-0.09797478,-0.19686866,0.13836665,0.04570759,0.13842712,0.07160351,-0.066345654
398,0.04057973,-0.12215422,-0.24599732,0.24818857,0.11151734,0.09865561,-0.09427357,-0.09153781
399,0.08026515,-0.1316805,-0.24066691,0.15435416,0.09412787,0.14002398,-0.06676659,-0.07733432
400,0.11343964,-0.12520032,-0.23612893,0.31113988,0.0861595,0.0927874,-0.041049868,-0.14996922
401,0.07191523,-0.13728781,-0.24940297,0.13453941,0.113255285,0.10406057,-0.105002955,-0.052814983
402,0.087550305,-0.17489211,-0.26284513,0.18941012,0.10935396,0.05813934,-0.112534285,-0.03631676
403,0.0487037,-0.15149026,-0.28838533,0.20735057,0.12915492,0.03680598,-0.1445346,-0.037838366
404,0.0805854,-0.14738902,-0.3086235,0.20520546,0.107252516,-0.012871489,-0.15314156,-0.050646868
405,0.09007928,-0.14909714,-0.3050933,0.18069899,0.088616736,-0.008070156,-0.12211292,-0.02282269
406,0.07926542,-0.09419704,-0.30806032,0.26937732,0.09320363,-0.016616337,-0.1254658,-0.06548015
407,0.09604722,-0.15592429,-0.2704893,0.19497547,0.09586567,0.017164685,-0.11202698,-0.026274137
408,0.081023924,-0.15044984,-0.31208932,0.19854769,0.1058657,-0.01293762,-0.1415974,-0.039752852
409,0.08581604,-0.151989,-0.3058446,0.20861533,0.093833774,-0.008033663,-0.13383986,-0.04402983
410,0.08795822,-0.14743346,-0.304357,0.23072852,0.08831526,-0.0022550598,-0.1306241,-0.059990082
411,0.07471974,-0.09941418,-0.3027457,0.28157726,0.08479057,-0.00303749,-0.124920875,-0.08807731
412,0.078167245,-0.15581171,-0.29684854,0.22602189,0.10990594,0.024274215,-0.14658102,-0.07091199
413,0.10166323,-0.119369894,-0.20248999,0.17145881,0.040581383,0.12033812,0.029927865,-0.055822376
414,0.026106998,-0.12403451,-0.25543523,0.23070756,0.11840993,0.1015594,-0.11126085,-0.076212876
415,0.097306326,-0.15145536,-0.2562884,0.20971295,0.09683432,0.09163064,-0.098428145,-0.10039977
416,0.08704856,-0.13005307,-0.21419409,0.12855203,0.084665865,0.1306546,-0.018982172,-0.050080575
417,0.0386108,-0.115786605,-0.28505448,0.24216644,0.11170097,0.0064537004,-0.14364243,-0.055153344
418,0.076679364,-0.17413637,-0.24810341,0.1882208,0.10035691,0.057799872,-0.120245695,-0.025421444
419,0.031064227,-0.1142347,-0.2911438,0.23199931,0.1231273,0.009883486,-0.14360228,-0.04906979
420,0.1020506,-0.14081211,-0.23962918,0.10496453,0.03556553,0.05638619,-0.045415945,-0.021903794
421,0.016392812,-0.12488954,-0.2782678,0.17655663,0.104885615,0.06617361,-0.1427315,-0.03407941
422,0.035834547,-0.12148726,-0.264147,0.20614137,0.10024195,0.04245331,-0.12104848,-0.06618616
423,0.10107459,-0.1496663,-0.24121734,0.11278642,0.08114815,0.08956903,-0.07404714,-0.04040052
424,0.07808101,-0.15417367,-0.28260148,0.19189501,0.09940577,0.033356234,-0.14231439,-0.07167941
425,0.08041402,-0.15420792,-0.2998805,0.21554577,0.0942716,0.009054929,-0.12970772,-0.04140251
426,0.07101464,-0.11860426,-0.26898193,0.27619094,0.08971174,0.00659588,-0.13911255,-0.088184126
427,0.08840294,-0.16427642,-0.25220704,0.21541569,0.081251755,0.056796234,-0.07997762,-0.03235891
428,0.064843245,-0.15844443,-0.29929465,0.21875371,0.110227436,0.012873627,-0.14949457,-0.042883743
429,0.002708001,-0.100845575,-0.22273427,0.29442155,0.10802197,0.048922088,-0.045976654,-0.06843022
430,0.12691256,-0.16377859,-0.24334708,0.1324994,0.08120705,0.096848994,-0.058388136,-0.08039199
431,0.044844657,-0.115164995,-0.2279969,0.19835345,0.120165445,0.12412068,-0.05069095,-0.0773706
432,0.09742731,-0.14098305,-0.22479326,0.12639086,0.08982277,0.11633901,-0.03380578,-0.05140148
433,0.120630085,-0.15162113,-0.23445886,0.15041596,0.07671414,0.117814615,-0.026442349,-0.0974776
434,0.16420285,-0.12873645,-0.21260405,0.11776073,0.04409866,0.1690478,0.053528085,-0.1486598
435,0.069573596,-0.10661097,-0.19844924,0.19288151,0.09960076,0.15440372,-0.020212263,-0.08345102
436,0.08992697,-0.13907921,-0.24257797,0.11768968,0.0665158,0.09117588,-0.06894122,-0.028826898
437,0.01726136,-0.08668496,-0.2193252,0.29121983,0.10709887,0.052865736,-0.0722176,-0.08017394
438,0.12440501,-0.14354677,-0.21530598,0.16961084,0.08327615,0.15240948,-0.009319931,-0.12083754
439,0.104916915,-0.14481731,-0.22109684,0.13249715,0.088296555,0.12095283,-0.02113998,-0.065316044
440,0.083763234,-0.14880577,-0.23225814,0.15902625,0.11014242,0.1250271,-0.08264051,-0.07480444
441,0.073178954,-0.15406325,-0.28439277,0.2262385,0.10951064,0.030227311,-0.14462054,-0.07053638
442,0.062466096,-0.1285155,-0.27154028,0.28030992,0.09379771,0.0146686435,-0.13751331,-0.084677935
443,0.08352742,-0.167222,-0.2446136,0.21084893,0.08379471,0.066107444,-0.080145895,-0.022166755
444,0.04531911,-0.12874182,-0.28844818,0.2588439,0.10042167,0.020504974,-0.1526472,-0.07307923
445,0.071337625,-0.15291531,-0.22955266,0.21434018,0.08270502,0.09971258,-0.060584195,-0.043943897
446,0.0746153,-0.14388913,-0.29011518,0.25374106,0.10758066,0.059843462,-0.13412496,-0.09620482
447,0.05085212,-0.12297352,-0.2921474,0.24910767,0.09189908,0.009603992,-0.14626656,-0.0689933
448,0.10521503,-0.164732,-0.26296976,0.21252275,0.086154535,0.03481186,-0.10244497,-0.074102044
449,0.05986326,-0.12743928,-0.30751845,0.21191272,0.074275576,-0.0035354495,-0.14146973,-0.04594882
450,0.11388907,-0.1567118,-0.2676397,0.18949714,0.050508205,0.029397085,-0.09507963,-0.05234156
451,0.10117817,-0.14975843,-0.2565379,0.12571317,0.073273815,0.078748405,-0.07812587,-0.05666905
452,-0.00326306,-0.086371124,-0.2731099,0.20564458,0.09948681,0.03662449,-0.10755122,-0.022743143
453,0.09412098,-0.14252838,-0.24204965,0.11934154,0.07290139,0.09037689,-0.07182613,-0.032325536
454,0.08704232,-0.14949454,-0.28254697,0.1909204,0.08854875,0.0051561296,-0.14246288,-0.07083172
455,0.07264251,-0.15582591,-0.29204082,0.17543456,0.108195126,0.012202382,-0.14994176,-0.047032047
456,0.08580163,-0.15212291,-0.30203038,0.1907094,0.09611016,-0.0074052513,-0.13105018,-0.032633565
457,0.12758866,-0.11456618,-0.31803823,0.33234152,0.08906679,-0.045297712,-0.08481006,-0.06918143
458,0.123071566,-0.11194874,-0.30773157,0.30513304,0.05107516,-0.014945105,-0.058651045,-0.06029977
459,0.13505301,-0.10249798,-0.3226658,0.34289533,0.062406383,-0.034591123,-0.06920208,-0.0934646
460,0.092324376,-0.100501925,-0.1788091,0.18484302,0.032487296,0.14104868,0.053609997,-0.05941227
461,-0.008050529,-0.08593239,-0.21515056,0.28576726,0.13038549,0.086197995,-0.0744454,-0.073198214
462,0.097583935,-0.1538501,-0.24192853,0.18460195,0.09837712,0.10876835,-0.077518485,-0.09091951
463,0.12504597,-0.15169047,-0.22923082,0.12120443,0.07419672,0.11491982,-0.030829765,-0.08390422
464,0.01549042,-0.121738985,-0.26844093,0.16691576,0.10062388,0.073077574,-0.13862285,-0.03674335
465,0.11749242,-0.1240478,-0.306582,0.21406356,0.06165595,-0.03623317,-0.109062776,-0.06307973
466,0.115816064,-0.15379709,-0.26516354,0.18748052,0.04486921,0.026545383,-0.099234395,-0.05809737
467,0.092153594,-0.14133751,-0.30280522,0.17843021,0.08295904,-0.02846928,-0.1349328,-0.043192063
468,0.078766435,-0.104198486,-0.3099809,0.23019955,0.08754696,-0.019289613,-0.1348026,-0.0485259
469,0.08506522,-0.14638722,-0.30042294,0.18883213,0.089760475,-0.018970296,-0.14265126,-0.049689703
470,0.08916164,-0.14689647,-0.2925658,0.18913373,0.0807938,-0.016045205,-0.13289392,-0.042168666
471,0.03588439,-0.11994249,-0.26070535,0.23160176,0.09812158,0.03464268,-0.11785635,-0.071716696
472,0.096572965,-0.16633278,-0.2513032,0.22052532,0.08466083,0.041101858,-0.10629122,-0.050171234
473,0.1192036,-0.0958062,-0.19326484,0.13012886,0.026766501,0.14381182,0.076495856,-0.07165997
474,0.14557692,-0.09683764,-0.16081215,0.10275175,0.04716645,0.23824576,0.1185233,-0.15141019
475,0.120896325,-0.0962438,-0.1469435,0.2309984,0.07580814,0.19877574,0.11552137,-0.14862394
476,0.076573424,-0.14325796,-0.2246051,0.14178911,0.109942585,0.11647978,-0.09269223,-0.061013304
477,0.077571414,-0.15097564,-0.2925389,0.20244524,0.10043905,-0.004390165,-0.15054727,-0.05564759
478,0.107523076,-0.11518674,-0.18677762,0.16128492,0.041014865,0.1217999,0.040716857,-0.06380664
479,0.0434066,-0.12521334,-0.2136046,0.24105494,0.09841873,0.0953012,-0.05497369,-0.09830784
480,0.02011834,-0.12466057,-0.23612568,0.21660912,0.116534024,0.093814835,-0.08586744,-0.07335624
481,0.06424795,-0.10359302,-0.19665846,0.17468683,0.109649226,0.15355532,0.010344297,-0.08379159
482,0.16774608,-0.11563576,-0.16419888,0.14105819,0.042113975,0.2180278,0.12430251,-0.17656563
483,0.08432002,-0.13575718,-0.22145936,0.110499,0.0794677,0.09049562,-0.06858602,-0.01805518
484,0.059077516,-0.11335382,-0.30398387,0.21939264,0.09868652,-0.009867907,-0.14825964,-0.049379468
485,0.08661583,-0.13962965,-0.3001145,0.2320418,0.10130546,-0.013492778,-0.14687756,-0.0705203
486,0.10136138,-0.16453412,-0.25548005,0.20165272,0.07285942,0.031500667,-0.10322384,-0.054690093
487,0.0743951,-0.11574033,-0.31948474,0.19657323,0.07857657,-0.021543816,-0.1361275,-0.03804689
488,0.10484169,-0.11530268,-0.19280612,0.16285671,0.03708364,0.120634675,0.03412631,-0.058563646
489,0.11407602,-0.14397538,-0.21397513,0.17661346,0.077288814,0.14347526,-0.022206813,-0.11048316
490,0.00055174064,-0.12341188,-0.2566328,0.2056545,0.12386056,0.082578376,-0.11699171,-0.057306044
491,0.10291575,-0.13918547,-0.21663903,0.11557727,0.076714866,0.11588983,-0.032745406,-0.056912407
492,0.06443606,-0.11819017,-0.29008755,0.24226668,0.08120966,0.0034341663,-0.13992946,-0.065796025
493,0.08698988,-0.15233313,-0.2772322,0.23139757,0.09292174,0.010784328,-0.14593253,-0.0914546
494,0.06832884,-0.14822899,-0.21555492,0.1994949,0.06988745,0.10777511,-0.047219217,-0.024355896
495,0.08335766,-0.15302098,-0.26688826,0.24603625,0.09551457,0.02463051,-0.14554451,-0.09910002
496,0.0602016,-0.12914109,-0.27603394,0.2787856,0.09621738,0.018961087,-0.15169598,-0.09259984
497,0.054810286,-0.14672865,-0.27572358,0.22881576,0.0989582,0.071606494,-0.12679513,-0.060557727
498,0.07836899,-0.15791622,-0.27567655,0.23650678,0.10432735,0.026938885,-0.1489909,-0.07891017
499,0.08204817,-0.14199801,-0.29709095,0.22511457,0.11440835,-0.012061715,-0.14972523,-0.053756077
500,0.07931317,-0.16553086,-0.22038908,0.182383,0.07757217,0.07001675,-0.087169126,-0.004667038
501,0.12259946,-0.14924231,-0.20721117,0.14428796,0.067772865,0.13150662,-0.012487873,-0.099523984
502,0.022821028,-0.113294,-0.18329906,0.34071714,0.093082555,0.048833933,0.004383743,-0.08831413
503,0.09805865,-0.13492091,-0.19732688,0.14923468,0.07499235,0.13367206,-0.0030306429,-0.081284106
504,0.019389559,-0.1290946,-0.23820792,0.23149338,0.11700289,0.09075538,-0.09176722,-0.07924965
505,0.08542789,-0.14555538,-0.22882193,0.14757986,0.1102505,0.10653409,-0.083428934,-0.061449055
506,0.09080709,-0.14449736,-0.29014927,0.22762352,0.08560889,-0.0079380125,-0.13223352,-0.06574865
507,0.10541654,-0.13150042,-0.29643774,0.2182936,0.069701694,-0.023125738,-0.12007047,-0.070033215
508,0.12646556,-0.1382908,-0.26139885,0.19890174,0.037907165,0.02409973,-0.0849425,-0.06887403
509,0.102256365,-0.10127087,-0.32175004,0.2256087,0.06387174,-0.028821781,-0.103218414,-0.04445497
510,0.10010432,-0.15209301,-0.25366572,0.16541947,0.07786441,0.025757104,-0.105602965,-0.029297922
511,0.079115234,-0.13788539,-0.30218863,0.19205263,0.11370689,-0.01759091,-0.1439374,-0.0424627
512,0.098112784,-0.13146996,-0.30756462,0.21002881,0.09543715,-0.031328976,-0.12820381,-0.052276928
